Training with a single process on 1 GPUs.
Model ViTAE_basic_Small created, param count: 24032136
Model ViTAE_basic_Small created, trainable param count: 24009096
Data processing configuration for current model + dataset:
	input_size: (3, 224, 224)
Train: 9 [2250/10009 ( 22%)]  Loss:  5.260503 (4.7422)  Time: 0.684s,  187.11/s  (1.214s,  105.42/s)  LR: 2.251e-04  Data: 0.019 (0.543)
Train: 9 [2300/10009 ( 23%)]  Loss:  4.428042 (4.7456)  Time: 0.686s,  186.72/s  (1.212s,  105.57/s)  LR: 2.251e-04  Data: 0.022 (0.542)
Train: 9 [2350/10009 ( 23%)]  Loss:  4.844858 (4.7471)  Time: 0.681s,  187.95/s  (1.213s,  105.50/s)  LR: 2.251e-04  Data: 0.017 (0.542)
Train: 9 [2400/10009 ( 24%)]  Loss:  5.345715 (4.7472)  Time: 0.672s,  190.39/s  (1.213s,  105.51/s)  LR: 2.251e-04  Data: 0.018 (0.542)
Train: 9 [2450/10009 ( 24%)]  Loss:  3.756657 (4.7456)  Time: 0.682s,  187.76/s  (1.212s,  105.59/s)  LR: 2.251e-04  Data: 0.018 (0.541)
Train: 9 [2500/10009 ( 25%)]  Loss:  5.086102 (4.7438)  Time: 2.155s,   59.40/s  (1.212s,  105.58/s)  LR: 2.251e-04  Data: 1.489 (0.541)
Train: 9 [2550/10009 ( 25%)]  Loss:  4.051182 (4.7417)  Time: 0.678s,  188.71/s  (1.212s,  105.63/s)  LR: 2.251e-04  Data: 0.018 (0.541)
Train: 9 [2600/10009 ( 26%)]  Loss:  4.936753 (4.7403)  Time: 0.678s,  188.74/s  (1.212s,  105.65/s)  LR: 2.251e-04  Data: 0.017 (0.541)
Train: 9 [2650/10009 ( 26%)]  Loss:  4.350321 (4.7405)  Time: 0.689s,  185.81/s  (1.211s,  105.68/s)  LR: 2.251e-04  Data: 0.018 (0.540)
Train: 9 [2700/10009 ( 27%)]  Loss:  5.250589 (4.7402)  Time: 2.147s,   59.62/s  (1.211s,  105.68/s)  LR: 2.251e-04  Data: 1.474 (0.540)
Train: 9 [2750/10009 ( 27%)]  Loss:  4.455387 (4.7400)  Time: 0.681s,  187.93/s  (1.211s,  105.67/s)  LR: 2.251e-04  Data: 0.020 (0.540)
Train: 9 [2800/10009 ( 28%)]  Loss:  4.739481 (4.7390)  Time: 0.688s,  186.17/s  (1.212s,  105.64/s)  LR: 2.251e-04  Data: 0.019 (0.541)
Train: 9 [2850/10009 ( 28%)]  Loss:  5.243467 (4.7372)  Time: 0.718s,  178.19/s  (1.211s,  105.69/s)  LR: 2.251e-04  Data: 0.017 (0.540)
Train: 9 [2900/10009 ( 29%)]  Loss:  5.038721 (4.7363)  Time: 2.909s,   43.99/s  (1.212s,  105.65/s)  LR: 2.251e-04  Data: 2.248 (0.540)
Train: 9 [2950/10009 ( 29%)]  Loss:  4.434535 (4.7355)  Time: 0.694s,  184.45/s  (1.210s,  105.78/s)  LR: 2.251e-04  Data: 0.020 (0.539)
Train: 9 [3000/10009 ( 30%)]  Loss:  4.356655 (4.7370)  Time: 0.686s,  186.62/s  (1.210s,  105.78/s)  LR: 2.251e-04  Data: 0.020 (0.539)
Train: 9 [3050/10009 ( 30%)]  Loss:  5.497871 (4.7369)  Time: 0.685s,  186.85/s  (1.210s,  105.83/s)  LR: 2.251e-04  Data: 0.019 (0.538)
Train: 9 [3100/10009 ( 31%)]  Loss:  3.584285 (4.7364)  Time: 4.629s,   27.65/s  (1.210s,  105.81/s)  LR: 2.251e-04  Data: 3.962 (0.538)
Train: 9 [3150/10009 ( 31%)]  Loss:  5.167465 (4.7362)  Time: 1.221s,  104.82/s  (1.209s,  105.86/s)  LR: 2.251e-04  Data: 0.561 (0.538)
Train: 9 [3200/10009 ( 32%)]  Loss:  5.490630 (4.7362)  Time: 0.689s,  185.83/s  (1.208s,  105.94/s)  LR: 2.251e-04  Data: 0.022 (0.537)
Train: 9 [3250/10009 ( 32%)]  Loss:  5.538895 (4.7370)  Time: 0.684s,  187.12/s  (1.207s,  106.02/s)  LR: 2.251e-04  Data: 0.021 (0.536)
Train: 9 [3300/10009 ( 33%)]  Loss:  3.715102 (4.7358)  Time: 2.715s,   47.15/s  (1.207s,  106.07/s)  LR: 2.251e-04  Data: 2.048 (0.535)
Train: 9 [3350/10009 ( 33%)]  Loss:  4.671010 (4.7366)  Time: 4.065s,   31.48/s  (1.208s,  106.00/s)  LR: 2.251e-04  Data: 3.403 (0.536)
Train: 9 [3400/10009 ( 34%)]  Loss:  3.849931 (4.7350)  Time: 0.683s,  187.33/s  (1.206s,  106.15/s)  LR: 2.251e-04  Data: 0.018 (0.534)
Train: 9 [3450/10009 ( 34%)]  Loss:  5.346373 (4.7342)  Time: 0.696s,  183.90/s  (1.204s,  106.29/s)  LR: 2.251e-04  Data: 0.023 (0.532)
Train: 9 [3500/10009 ( 35%)]  Loss:  3.943791 (4.7338)  Time: 1.788s,   71.59/s  (1.203s,  106.37/s)  LR: 2.251e-04  Data: 1.116 (0.531)
Train: 9 [3550/10009 ( 35%)]  Loss:  4.842161 (4.7340)  Time: 3.909s,   32.74/s  (1.203s,  106.41/s)  LR: 2.251e-04  Data: 3.222 (0.531)
Train: 9 [3600/10009 ( 36%)]  Loss:  4.202280 (4.7349)  Time: 0.686s,  186.71/s  (1.203s,  106.44/s)  LR: 2.251e-04  Data: 0.018 (0.531)
Train: 9 [3650/10009 ( 36%)]  Loss:  5.296909 (4.7344)  Time: 0.683s,  187.49/s  (1.202s,  106.51/s)  LR: 2.251e-04  Data: 0.018 (0.530)
Train: 9 [3700/10009 ( 37%)]  Loss:  5.557414 (4.7356)  Time: 0.664s,  192.79/s  (1.202s,  106.49/s)  LR: 2.251e-04  Data: 0.021 (0.530)
Train: 9 [3750/10009 ( 37%)]  Loss:  5.388411 (4.7363)  Time: 6.271s,   20.41/s  (1.205s,  106.22/s)  LR: 2.251e-04  Data: 5.605 (0.533)
Train: 9 [3800/10009 ( 38%)]  Loss:  4.023987 (4.7355)  Time: 0.682s,  187.78/s  (1.204s,  106.29/s)  LR: 2.251e-04  Data: 0.020 (0.532)
Train: 9 [3850/10009 ( 38%)]  Loss:  5.134513 (4.7340)  Time: 0.681s,  187.91/s  (1.204s,  106.31/s)  LR: 2.251e-04  Data: 0.019 (0.532)
Train: 9 [3900/10009 ( 39%)]  Loss:  5.000786 (4.7320)  Time: 0.657s,  194.82/s  (1.203s,  106.42/s)  LR: 2.251e-04  Data: 0.019 (0.531)
Train: 9 [3950/10009 ( 39%)]  Loss:  5.384121 (4.7329)  Time: 3.464s,   36.95/s  (1.202s,  106.46/s)  LR: 2.251e-04  Data: 2.797 (0.531)
Train: 9 [4000/10009 ( 40%)]  Loss:  3.778090 (4.7325)  Time: 0.746s,  171.51/s  (1.201s,  106.55/s)  LR: 2.251e-04  Data: 0.023 (0.530)
Train: 9 [4050/10009 ( 40%)]  Loss:  5.581780 (4.7336)  Time: 0.685s,  186.76/s  (1.200s,  106.66/s)  LR: 2.251e-04  Data: 0.020 (0.528)
Train: 9 [4100/10009 ( 41%)]  Loss:  4.470466 (4.7324)  Time: 0.683s,  187.36/s  (1.202s,  106.46/s)  LR: 2.251e-04  Data: 0.019 (0.531)
Train: 9 [4150/10009 ( 41%)]  Loss:  5.337971 (4.7319)  Time: 6.501s,   19.69/s  (1.205s,  106.19/s)  LR: 2.251e-04  Data: 5.833 (0.534)
Train: 9 [4200/10009 ( 42%)]  Loss:  3.858095 (4.7321)  Time: 0.686s,  186.61/s  (1.208s,  105.97/s)  LR: 2.251e-04  Data: 0.017 (0.536)
Train: 9 [4250/10009 ( 42%)]  Loss:  4.029405 (4.7316)  Time: 0.683s,  187.36/s  (1.207s,  106.09/s)  LR: 2.251e-04  Data: 0.021 (0.535)
Train: 9 [4300/10009 ( 43%)]  Loss:  4.849489 (4.7318)  Time: 0.684s,  187.04/s  (1.207s,  106.06/s)  LR: 2.251e-04  Data: 0.021 (0.535)
Train: 9 [4350/10009 ( 43%)]  Loss:  5.133929 (4.7310)  Time: 1.397s,   91.63/s  (1.207s,  106.06/s)  LR: 2.251e-04  Data: 0.738 (0.535)
Train: 9 [4400/10009 ( 44%)]  Loss:  4.747965 (4.7296)  Time: 0.681s,  188.01/s  (1.207s,  106.07/s)  LR: 2.251e-04  Data: 0.018 (0.535)
Train: 9 [4450/10009 ( 44%)]  Loss:  5.176157 (4.7291)  Time: 0.687s,  186.22/s  (1.205s,  106.20/s)  LR: 2.251e-04  Data: 0.019 (0.534)
Train: 9 [4500/10009 ( 45%)]  Loss:  4.933483 (4.7298)  Time: 2.315s,   55.30/s  (1.205s,  106.26/s)  LR: 2.251e-04  Data: 1.655 (0.533)
Train: 9 [4550/10009 ( 45%)]  Loss:  4.851427 (4.7297)  Time: 0.907s,  141.07/s  (1.203s,  106.36/s)  LR: 2.251e-04  Data: 0.017 (0.532)
Train: 9 [4600/10009 ( 46%)]  Loss:  5.448069 (4.7293)  Time: 0.673s,  190.15/s  (1.206s,  106.16/s)  LR: 2.251e-04  Data: 0.018 (0.534)
Train: 9 [4650/10009 ( 46%)]  Loss:  4.922802 (4.7272)  Time: 0.678s,  188.89/s  (1.206s,  106.14/s)  LR: 2.251e-04  Data: 0.016 (0.535)
Train: 9 [4700/10009 ( 47%)]  Loss:  5.125193 (4.7281)  Time: 0.685s,  186.82/s  (1.206s,  106.15/s)  LR: 2.251e-04  Data: 0.019 (0.535)
Train: 9 [4750/10009 ( 47%)]  Loss:  4.255032 (4.7269)  Time: 0.680s,  188.10/s  (1.206s,  106.17/s)  LR: 2.251e-04  Data: 0.016 (0.535)
Train: 9 [4800/10009 ( 48%)]  Loss:  3.561067 (4.7271)  Time: 0.686s,  186.63/s  (1.207s,  106.02/s)  LR: 2.251e-04  Data: 0.020 (0.536)
Train: 9 [4850/10009 ( 48%)]  Loss:  4.928036 (4.7270)  Time: 0.663s,  193.20/s  (1.207s,  106.01/s)  LR: 2.251e-04  Data: 0.018 (0.536)
Train: 9 [4900/10009 ( 49%)]  Loss:  4.865274 (4.7271)  Time: 0.685s,  186.87/s  (1.207s,  106.05/s)  LR: 2.251e-04  Data: 0.019 (0.536)
Train: 9 [4950/10009 ( 49%)]  Loss:  4.322905 (4.7252)  Time: 0.683s,  187.35/s  (1.206s,  106.14/s)  LR: 2.251e-04  Data: 0.017 (0.535)
Train: 9 [5000/10009 ( 50%)]  Loss:  3.740884 (4.7246)  Time: 3.329s,   38.45/s  (1.206s,  106.18/s)  LR: 2.251e-04  Data: 2.662 (0.535)
Train: 9 [5050/10009 ( 50%)]  Loss:  5.473147 (4.7239)  Time: 0.681s,  188.04/s  (1.204s,  106.29/s)  LR: 2.251e-04  Data: 0.019 (0.533)
Train: 9 [5100/10009 ( 51%)]  Loss:  4.477092 (4.7242)  Time: 0.748s,  171.14/s  (1.205s,  106.23/s)  LR: 2.251e-04  Data: 0.019 (0.534)
Train: 9 [5150/10009 ( 51%)]  Loss:  3.551230 (4.7238)  Time: 0.682s,  187.58/s  (1.205s,  106.24/s)  LR: 2.251e-04  Data: 0.017 (0.534)
Train: 9 [5200/10009 ( 52%)]  Loss:  4.873216 (4.7251)  Time: 0.685s,  186.73/s  (1.204s,  106.27/s)  LR: 2.251e-04  Data: 0.019 (0.533)
Train: 9 [5250/10009 ( 52%)]  Loss:  3.806799 (4.7256)  Time: 0.682s,  187.77/s  (1.203s,  106.43/s)  LR: 2.251e-04  Data: 0.019 (0.532)
Train: 9 [5300/10009 ( 53%)]  Loss:  5.477973 (4.7249)  Time: 0.687s,  186.27/s  (1.201s,  106.59/s)  LR: 2.251e-04  Data: 0.018 (0.530)
Train: 9 [5350/10009 ( 53%)]  Loss:  5.270659 (4.7258)  Time: 0.751s,  170.46/s  (1.201s,  106.61/s)  LR: 2.251e-04  Data: 0.020 (0.529)
Train: 9 [5400/10009 ( 54%)]  Loss:  3.976288 (4.7257)  Time: 0.696s,  183.97/s  (1.201s,  106.59/s)  LR: 2.251e-04  Data: 0.018 (0.530)
Train: 9 [5450/10009 ( 54%)]  Loss:  4.264601 (4.7262)  Time: 0.683s,  187.46/s  (1.200s,  106.66/s)  LR: 2.251e-04  Data: 0.019 (0.529)
Train: 9 [5500/10009 ( 55%)]  Loss:  4.293267 (4.7266)  Time: 0.741s,  172.63/s  (1.199s,  106.75/s)  LR: 2.251e-04  Data: 0.016 (0.528)
Train: 9 [5550/10009 ( 55%)]  Loss:  3.942197 (4.7269)  Time: 0.673s,  190.27/s  (1.198s,  106.82/s)  LR: 2.251e-04  Data: 0.024 (0.527)
Train: 9 [5600/10009 ( 56%)]  Loss:  4.406439 (4.7268)  Time: 0.664s,  192.90/s  (1.197s,  106.94/s)  LR: 2.251e-04  Data: 0.018 (0.526)
Train: 9 [5650/10009 ( 56%)]  Loss:  3.848255 (4.7248)  Time: 0.678s,  188.70/s  (1.197s,  106.97/s)  LR: 2.251e-04  Data: 0.017 (0.525)
Train: 9 [5700/10009 ( 57%)]  Loss:  5.350434 (4.7247)  Time: 0.690s,  185.64/s  (1.196s,  107.01/s)  LR: 2.251e-04  Data: 0.019 (0.525)
Train: 9 [5750/10009 ( 57%)]  Loss:  4.295497 (4.7235)  Time: 0.682s,  187.58/s  (1.196s,  107.01/s)  LR: 2.251e-04  Data: 0.018 (0.525)
Train: 9 [5800/10009 ( 58%)]  Loss:  4.706371 (4.7239)  Time: 0.689s,  185.64/s  (1.197s,  106.90/s)  LR: 2.251e-04  Data: 0.026 (0.526)
Train: 9 [5850/10009 ( 58%)]  Loss:  4.235972 (4.7232)  Time: 0.672s,  190.37/s  (1.198s,  106.89/s)  LR: 2.251e-04  Data: 0.015 (0.526)
Train: 9 [5900/10009 ( 59%)]  Loss:  4.791632 (4.7231)  Time: 0.681s,  188.08/s  (1.197s,  106.90/s)  LR: 2.251e-04  Data: 0.017 (0.526)
Train: 9 [5950/10009 ( 59%)]  Loss:  3.802491 (4.7227)  Time: 0.684s,  187.01/s  (1.197s,  106.92/s)  LR: 2.251e-04  Data: 0.019 (0.526)
Train: 9 [6000/10009 ( 60%)]  Loss:  5.629056 (4.7220)  Time: 0.679s,  188.50/s  (1.198s,  106.84/s)  LR: 2.251e-04  Data: 0.017 (0.527)
Train: 9 [6050/10009 ( 60%)]  Loss:  5.478639 (4.7210)  Time: 0.682s,  187.78/s  (1.198s,  106.82/s)  LR: 2.251e-04  Data: 0.018 (0.527)
Train: 9 [6100/10009 ( 61%)]  Loss:  5.061565 (4.7211)  Time: 0.733s,  174.67/s  (1.199s,  106.77/s)  LR: 2.251e-04  Data: 0.016 (0.528)
Train: 9 [6150/10009 ( 61%)]  Loss:  4.642757 (4.7210)  Time: 0.743s,  172.36/s  (1.199s,  106.74/s)  LR: 2.251e-04  Data: 0.020 (0.528)
Train: 9 [6200/10009 ( 62%)]  Loss:  4.468229 (4.7211)  Time: 0.681s,  187.91/s  (1.201s,  106.62/s)  LR: 2.251e-04  Data: 0.017 (0.529)
Train: 9 [6250/10009 ( 62%)]  Loss:  3.542061 (4.7195)  Time: 0.683s,  187.39/s  (1.201s,  106.59/s)  LR: 2.251e-04  Data: 0.018 (0.530)
Train: 9 [6300/10009 ( 63%)]  Loss:  4.793261 (4.7179)  Time: 0.685s,  186.84/s  (1.201s,  106.62/s)  LR: 2.251e-04  Data: 0.020 (0.529)
Train: 9 [6350/10009 ( 63%)]  Loss:  3.708549 (4.7179)  Time: 0.678s,  188.77/s  (1.201s,  106.62/s)  LR: 2.251e-04  Data: 0.021 (0.529)
Train: 9 [6400/10009 ( 64%)]  Loss:  5.199038 (4.7180)  Time: 0.683s,  187.46/s  (1.201s,  106.61/s)  LR: 2.251e-04  Data: 0.018 (0.529)
Train: 9 [6450/10009 ( 64%)]  Loss:  5.135090 (4.7179)  Time: 0.687s,  186.33/s  (1.200s,  106.64/s)  LR: 2.251e-04  Data: 0.018 (0.529)
Train: 9 [6500/10009 ( 65%)]  Loss:  5.570473 (4.7180)  Time: 0.686s,  186.53/s  (1.200s,  106.64/s)  LR: 2.251e-04  Data: 0.019 (0.529)
Train: 9 [6550/10009 ( 65%)]  Loss:  5.046833 (4.7170)  Time: 5.441s,   23.53/s  (1.201s,  106.55/s)  LR: 2.251e-04  Data: 4.776 (0.530)
Train: 9 [6600/10009 ( 66%)]  Loss:  4.443066 (4.7158)  Time: 0.742s,  172.48/s  (1.201s,  106.55/s)  LR: 2.251e-04  Data: 0.019 (0.530)
Train: 9 [6650/10009 ( 66%)]  Loss:  5.136588 (4.7157)  Time: 0.680s,  188.34/s  (1.202s,  106.53/s)  LR: 2.251e-04  Data: 0.018 (0.530)
Train: 9 [6700/10009 ( 67%)]  Loss:  4.968336 (4.7155)  Time: 0.678s,  188.73/s  (1.201s,  106.53/s)  LR: 2.251e-04  Data: 0.014 (0.530)
Train: 9 [6750/10009 ( 67%)]  Loss:  5.114452 (4.7151)  Time: 6.254s,   20.47/s  (1.202s,  106.51/s)  LR: 2.251e-04  Data: 5.591 (0.530)
Train: 9 [6800/10009 ( 68%)]  Loss:  5.306559 (4.7146)  Time: 0.668s,  191.64/s  (1.202s,  106.47/s)  LR: 2.251e-04  Data: 0.021 (0.531)
Train: 9 [6850/10009 ( 68%)]  Loss:  4.898333 (4.7146)  Time: 0.682s,  187.69/s  (1.203s,  106.42/s)  LR: 2.251e-04  Data: 0.018 (0.531)
Train: 9 [6900/10009 ( 69%)]  Loss:  4.318116 (4.7151)  Time: 0.704s,  181.93/s  (1.203s,  106.40/s)  LR: 2.251e-04  Data: 0.015 (0.531)
Train: 9 [6950/10009 ( 69%)]  Loss:  3.811626 (4.7146)  Time: 3.963s,   32.30/s  (1.203s,  106.36/s)  LR: 2.251e-04  Data: 3.292 (0.532)
Train: 9 [7000/10009 ( 70%)]  Loss:  4.965438 (4.7141)  Time: 0.904s,  141.61/s  (1.204s,  106.34/s)  LR: 2.251e-04  Data: 0.025 (0.532)
Train: 9 [7050/10009 ( 70%)]  Loss:  4.914271 (4.7131)  Time: 0.684s,  187.14/s  (1.204s,  106.36/s)  LR: 2.251e-04  Data: 0.019 (0.532)
Train: 9 [7100/10009 ( 71%)]  Loss:  5.151596 (4.7128)  Time: 0.691s,  185.24/s  (1.203s,  106.37/s)  LR: 2.251e-04  Data: 0.019 (0.532)
Train: 9 [7150/10009 ( 71%)]  Loss:  4.081942 (4.7123)  Time: 4.672s,   27.40/s  (1.204s,  106.33/s)  LR: 2.251e-04  Data: 4.003 (0.532)
Train: 9 [7200/10009 ( 72%)]  Loss:  4.617798 (4.7130)  Time: 0.683s,  187.30/s  (1.204s,  106.35/s)  LR: 2.251e-04  Data: 0.017 (0.532)
Train: 9 [7250/10009 ( 72%)]  Loss:  4.425380 (4.7126)  Time: 0.662s,  193.45/s  (1.203s,  106.39/s)  LR: 2.251e-04  Data: 0.016 (0.531)
Train: 9 [7300/10009 ( 73%)]  Loss:  4.372008 (4.7118)  Time: 0.682s,  187.56/s  (1.203s,  106.40/s)  LR: 2.251e-04  Data: 0.018 (0.531)
Train: 9 [7350/10009 ( 73%)]  Loss:  5.444077 (4.7122)  Time: 5.070s,   25.25/s  (1.204s,  106.35/s)  LR: 2.251e-04  Data: 4.410 (0.532)
Train: 9 [7400/10009 ( 74%)]  Loss:  4.881466 (4.7120)  Time: 0.691s,  185.22/s  (1.204s,  106.32/s)  LR: 2.251e-04  Data: 0.018 (0.532)
Train: 9 [7450/10009 ( 74%)]  Loss:  4.636906 (4.7112)  Time: 0.758s,  168.91/s  (1.204s,  106.31/s)  LR: 2.251e-04  Data: 0.028 (0.532)
Train: 9 [7500/10009 ( 75%)]  Loss:  5.148922 (4.7115)  Time: 0.687s,  186.43/s  (1.203s,  106.36/s)  LR: 2.251e-04  Data: 0.020 (0.531)
Train: 9 [7550/10009 ( 75%)]  Loss:  5.015381 (4.7113)  Time: 6.040s,   21.19/s  (1.204s,  106.35/s)  LR: 2.251e-04  Data: 5.375 (0.531)
Train: 9 [7600/10009 ( 76%)]  Loss:  4.578869 (4.7111)  Time: 0.683s,  187.35/s  (1.203s,  106.38/s)  LR: 2.251e-04  Data: 0.019 (0.531)
Train: 9 [7650/10009 ( 76%)]  Loss:  5.606585 (4.7111)  Time: 0.702s,  182.35/s  (1.203s,  106.43/s)  LR: 2.251e-04  Data: 0.019 (0.530)
Train: 9 [7700/10009 ( 77%)]  Loss:  4.610557 (4.7107)  Time: 0.687s,  186.41/s  (1.202s,  106.48/s)  LR: 2.251e-04  Data: 0.017 (0.530)
Train: 9 [7750/10009 ( 77%)]  Loss:  4.900608 (4.7102)  Time: 3.859s,   33.17/s  (1.202s,  106.51/s)  LR: 2.251e-04  Data: 3.193 (0.529)
Train: 9 [7800/10009 ( 78%)]  Loss:  5.549736 (4.7103)  Time: 0.686s,  186.48/s  (1.201s,  106.57/s)  LR: 2.251e-04  Data: 0.018 (0.529)
Train: 9 [7850/10009 ( 78%)]  Loss:  5.172665 (4.7100)  Time: 0.675s,  189.50/s  (1.200s,  106.62/s)  LR: 2.251e-04  Data: 0.017 (0.528)
Train: 9 [7900/10009 ( 79%)]  Loss:  4.780411 (4.7095)  Time: 0.685s,  186.80/s  (1.200s,  106.65/s)  LR: 2.251e-04  Data: 0.018 (0.528)
Train: 9 [7950/10009 ( 79%)]  Loss:  4.807474 (4.7085)  Time: 2.680s,   47.76/s  (1.200s,  106.67/s)  LR: 2.251e-04  Data: 1.992 (0.527)
Train: 9 [8000/10009 ( 80%)]  Loss:  5.311131 (4.7081)  Time: 0.699s,  183.11/s  (1.199s,  106.72/s)  LR: 2.251e-04  Data: 0.017 (0.527)
Train: 9 [8050/10009 ( 80%)]  Loss:  5.448777 (4.7081)  Time: 0.686s,  186.72/s  (1.199s,  106.75/s)  LR: 2.251e-04  Data: 0.019 (0.527)
Train: 9 [8100/10009 ( 81%)]  Loss:  4.903719 (4.7076)  Time: 0.659s,  194.22/s  (1.199s,  106.76/s)  LR: 2.251e-04  Data: 0.016 (0.526)
Train: 9 [8150/10009 ( 81%)]  Loss:  4.887589 (4.7074)  Time: 4.792s,   26.71/s  (1.199s,  106.76/s)  LR: 2.251e-04  Data: 4.133 (0.526)
Train: 9 [8200/10009 ( 82%)]  Loss:  4.837651 (4.7072)  Time: 0.688s,  186.00/s  (1.199s,  106.78/s)  LR: 2.251e-04  Data: 0.017 (0.526)
Train: 9 [8250/10009 ( 82%)]  Loss:  4.701357 (4.7069)  Time: 0.692s,  184.99/s  (1.198s,  106.84/s)  LR: 2.251e-04  Data: 0.018 (0.526)
Train: 9 [8300/10009 ( 83%)]  Loss:  3.936930 (4.7059)  Time: 0.679s,  188.49/s  (1.198s,  106.88/s)  LR: 2.251e-04  Data: 0.018 (0.525)
Train: 9 [8350/10009 ( 83%)]  Loss:  5.476004 (4.7055)  Time: 3.444s,   37.16/s  (1.198s,  106.87/s)  LR: 2.251e-04  Data: 2.776 (0.525)
Train: 9 [8400/10009 ( 84%)]  Loss:  4.070270 (4.7046)  Time: 0.655s,  195.51/s  (1.197s,  106.94/s)  LR: 2.251e-04  Data: 0.014 (0.525)
Train: 9 [8450/10009 ( 84%)]  Loss:  4.565467 (4.7042)  Time: 0.679s,  188.38/s  (1.196s,  107.02/s)  LR: 2.251e-04  Data: 0.018 (0.524)
Train: 9 [8500/10009 ( 85%)]  Loss:  3.379432 (4.7039)  Time: 0.680s,  188.10/s  (1.195s,  107.11/s)  LR: 2.251e-04  Data: 0.017 (0.523)
Train: 9 [8550/10009 ( 85%)]  Loss:  3.761692 (4.7037)  Time: 4.840s,   26.45/s  (1.195s,  107.13/s)  LR: 2.251e-04  Data: 4.174 (0.522)
Train: 9 [8600/10009 ( 86%)]  Loss:  5.032414 (4.7034)  Time: 0.687s,  186.43/s  (1.194s,  107.18/s)  LR: 2.251e-04  Data: 0.018 (0.522)
Train: 9 [8650/10009 ( 86%)]  Loss:  4.983149 (4.7035)  Time: 0.681s,  187.86/s  (1.194s,  107.20/s)  LR: 2.251e-04  Data: 0.018 (0.522)
Train: 9 [8700/10009 ( 87%)]  Loss:  4.435693 (4.7040)  Time: 0.683s,  187.44/s  (1.193s,  107.26/s)  LR: 2.251e-04  Data: 0.018 (0.521)
Train: 9 [8750/10009 ( 87%)]  Loss:  4.628629 (4.7037)  Time: 4.565s,   28.04/s  (1.193s,  107.27/s)  LR: 2.251e-04  Data: 3.899 (0.521)
Train: 9 [8800/10009 ( 88%)]  Loss:  4.470447 (4.7029)  Time: 0.689s,  185.78/s  (1.193s,  107.30/s)  LR: 2.251e-04  Data: 0.018 (0.521)
Train: 9 [8850/10009 ( 88%)]  Loss:  5.153500 (4.7026)  Time: 0.683s,  187.37/s  (1.192s,  107.37/s)  LR: 2.251e-04  Data: 0.018 (0.520)
Train: 9 [8900/10009 ( 89%)]  Loss:  5.384247 (4.7021)  Time: 0.683s,  187.42/s  (1.191s,  107.44/s)  LR: 2.251e-04  Data: 0.018 (0.519)
Train: 9 [8950/10009 ( 89%)]  Loss:  4.912753 (4.7021)  Time: 4.408s,   29.04/s  (1.194s,  107.24/s)  LR: 2.251e-04  Data: 3.745 (0.521)
Train: 9 [9000/10009 ( 90%)]  Loss:  4.919273 (4.7019)  Time: 0.662s,  193.49/s  (1.193s,  107.27/s)  LR: 2.251e-04  Data: 0.019 (0.521)
Train: 9 [9050/10009 ( 90%)]  Loss:  5.097328 (4.7010)  Time: 0.678s,  188.79/s  (1.192s,  107.34/s)  LR: 2.251e-04  Data: 0.017 (0.520)
Train: 9 [9100/10009 ( 91%)]  Loss:  5.385139 (4.7014)  Time: 0.687s,  186.22/s  (1.192s,  107.40/s)  LR: 2.251e-04  Data: 0.019 (0.519)
Train: 9 [9150/10009 ( 91%)]  Loss:  4.742572 (4.7007)  Time: 4.642s,   27.57/s  (1.192s,  107.40/s)  LR: 2.251e-04  Data: 3.985 (0.520)
Train: 9 [9200/10009 ( 92%)]  Loss:  5.423983 (4.7010)  Time: 0.688s,  186.17/s  (1.192s,  107.42/s)  LR: 2.251e-04  Data: 0.019 (0.519)
Train: 9 [9250/10009 ( 92%)]  Loss:  5.231067 (4.7003)  Time: 0.684s,  187.17/s  (1.191s,  107.45/s)  LR: 2.251e-04  Data: 0.018 (0.519)
Train: 9 [9300/10009 ( 93%)]  Loss:  5.063208 (4.6997)  Time: 0.655s,  195.43/s  (1.191s,  107.47/s)  LR: 2.251e-04  Data: 0.014 (0.519)
Train: 9 [9350/10009 ( 93%)]  Loss:  4.300704 (4.6989)  Time: 0.662s,  193.44/s  (1.191s,  107.50/s)  LR: 2.251e-04  Data: 0.015 (0.518)
Train: 9 [9400/10009 ( 94%)]  Loss:  5.378472 (4.6993)  Time: 0.679s,  188.61/s  (1.191s,  107.46/s)  LR: 2.251e-04  Data: 0.018 (0.519)
Train: 9 [9450/10009 ( 94%)]  Loss:  3.937315 (4.6986)  Time: 0.699s,  183.02/s  (1.191s,  107.45/s)  LR: 2.251e-04  Data: 0.016 (0.519)
Train: 9 [9500/10009 ( 95%)]  Loss:  5.463009 (4.6981)  Time: 0.678s,  188.92/s  (1.191s,  107.46/s)  LR: 2.251e-04  Data: 0.017 (0.519)
Train: 9 [9550/10009 ( 95%)]  Loss:  5.530526 (4.6977)  Time: 0.696s,  183.78/s  (1.191s,  107.50/s)  LR: 2.251e-04  Data: 0.018 (0.518)
Train: 9 [9600/10009 ( 96%)]  Loss:  4.794909 (4.6976)  Time: 0.682s,  187.78/s  (1.191s,  107.51/s)  LR: 2.251e-04  Data: 0.017 (0.518)
Train: 9 [9650/10009 ( 96%)]  Loss:  4.147717 (4.6972)  Time: 0.678s,  188.88/s  (1.191s,  107.52/s)  LR: 2.251e-04  Data: 0.017 (0.518)
